Doc No,일 자,차대,계정CD,계정명,적 요,거래처명,금액,입력자
202505132,2025/08/28,차변,13100,재고자산,08월 재고자산 정산,-,193000.0,박과장
202505132,2025/08/28,차변,21500,미지급비용,08월 재고자산 정산,-,83000.0,박과장
202505132,2025/08/28,대변,11300,매출채권,08월 재고자산 정산,-,-276000.0,박과장
202505133,2025/06/23,차변,52100,지급수수료,06월 지급수수료 정산,-,405000.0,최사원
202505133,2025/06/23,차변,21100,매입채무,06월 지급수수료 정산,-,174000.0,최사원
202505133,2025/06/23,대변,51100,급여,06월 지급수수료 정산,-,-579000.0,최사원
202505134,2025/10/31,차변,52300,소모품비,10월 소모품비 정산,(주)한빛물산,663000.0,김대리
202505134,2025/10/31,대변,21500,미지급비용,10월 소모품비 정산,(주)한빛물산,-663000.0,김대리
202505135,2025/09/26,차변,51100,급여,09월 급여 정산,-,499000.0,박과장
202505135,2025/09/26,대변,40100,매출,09월 급여 정산,-,-499000.0,박과장
202505136,2025/05/22,차변,51300,복리후생비,05월 복리후생비 정산,삼정유통,5301000.0,김대리
202505136,2025/05/22,대변,40100,매출,05월 복리후생비 정산,삼정유통,-5301000.0,김대리
202505137,2025/08/10,차변,13100,재고자산,08월 재고자산 정산,(주)한빛물산,202000.0,박과장
202505137,2025/08/10,대변,51500,여비교통비,08월 재고자산 정산,(주)한빛물산,-202000.0,박과장
202505138,2025/01/08,차변,11100,현금및현금성자산,01월 현금및현금성자산 정산,(주)한빛물산,1089000.0,최사원
202505138,2025/01/08,대변,13100,재고자산,01월 현금및현금성자산 정산,(주)한빛물산,-1089000.0,최사원
202505139,2025/11/05,차변,21500,미지급비용,11월 미지급비용 정산,케이엘상사,534000.0,김대리
202505139,2025/11/05,대변,21300,미지급금,11월 미지급비용 정산,케이엘상사,-534000.0,김대리
202505140,2025/01/20,차변,51300,복리후생비,01월 복리후생비 정산,-,1638000.0,김대리
202505140,2025/01/20,대변,13100,재고자산,01월 복리후생비 정산,-,-1638000.0,김대리
202505141,2025/11/16,차변,13100,재고자산,11월 재고자산 정산,명진산업,523000.0,이차장
202505141,2025/11/16,차변,11100,현금및현금성자산,11월 재고자산 정산,명진산업,224000.0,이차장
202505141,2025/11/16,대변,11300,매출채권,11월 재고자산 정산,명진산업,-747000.0,이차장
202505142,2025/11/07,차변,25100,예수금,11월 예수금 정산,-,107000.0,김대리
202505142,2025/11/07,대변,51100,급여,11월 예수금 정산,-,-107000.0,김대리
202505143,2025/11/09,차변,52300,소모품비,11월 소모품비 정산,명진산업,415000.0,김대리
202505143,2025/11/09,대변,11100,현금및현금성자산,11월 소모품비 정산,명진산업,-415000.0,김대리
202505144,2025/06/05,차변,25100,예수금,06월 예수금 정산,명진산업,273000.0,박과장
202505144,2025/06/05,대변,51100,급여,06월 예수금 정산,명진산업,-273000.0,박과장
202505145,2025/06/01,차변,21300,미지급금,06월 미지급금 정산,제일기공,153000.0,김대리
202505145,2025/06/01,차변,40100,매출,06월 미지급금 정산,제일기공,66000.0,김대리
202505145,2025/06/01,대변,51100,급여,06월 미지급금 정산,제일기공,-219000.0,김대리
202505146,2025/05/23,차변,52300,소모품비,05월 소모품비 정산,동보전자,220000.0,최사원
202505146,2025/05/23,차변,51300,복리후생비,05월 소모품비 정산,동보전자,94000.0,최사원
202505146,2025/05/23,대변,25100,예수금,05월 소모품비 정산,동보전자,-314000.0,최사원
202505147,2025/12/04,차변,11300,매출채권,12월 매출채권 정산,삼정유통,3960000.0,이차장
202505147,2025/12/04,대변,25100,예수금,12월 매출채권 정산,삼정유통,-3960000.0,이차장
202505148,2025/01/21,차변,11100,현금및현금성자산,01월 현금및현금성자산 정산,제일기공,2468000.0,최사원
202505148,2025/01/21,대변,52100,지급수수료,01월 현금및현금성자산 정산,제일기공,-2468000.0,최사원
202505149,2025/10/03,차변,21100,매입채무,10월 매입채무 정산,(주)한빛물산,610000.0,최사원
202505149,2025/10/03,차변,51300,복리후생비,10월 매입채무 정산,(주)한빛물산,261000.0,최사원
202505149,2025/10/03,대변,11300,매출채권,10월 매입채무 정산,(주)한빛물산,-871000.0,최사원
202505150,2025/07/15,차변,11100,현금및현금성자산,07월 현금및현금성자산 정산,제일기공,55000.0,김대리
202505150,2025/07/15,차변,11300,매출채권,07월 현금및현금성자산 정산,제일기공,23000.0,김대리
202505150,2025/07/15,대변,52300,소모품비,07월 현금및현금성자산 정산,제일기공,-78000.0,김대리
202505151,2025/09/08,차변,11300,매출채권,09월 매출채권 정산,케이엘상사,298000.0,최사원
202505151,2025/09/08,대변,51500,여비교통비,09월 매출채권 정산,케이엘상사,-298000.0,최사원
202505152,2025/06/20,차변,11100,현금및현금성자산,06월 현금및현금성자산 정산,-,3957000.0,이차장
202505152,2025/06/20,대변,45100,매출원가,06월 현금및현금성자산 정산,-,-3957000.0,이차장
202505153,2025/11/07,차변,11100,현금및현금성자산,11월 현금및현금성자산 정산,케이엘상사,1300000.0,박과장
202505153,2025/11/07,대변,21500,미지급비용,11월 현금및현금성자산 정산,케이엘상사,-1300000.0,박과장
202505154,2025/02/08,차변,51100,급여,02월 급여 정산,케이엘상사,1278000.0,박과장
202505154,2025/02/08,대변,21300,미지급금,02월 급여 정산,케이엘상사,-1278000.0,박과장
202505155,2025/06/28,차변,11300,매출채권,06월 매출채권 정산,(주)한빛물산,131000.0,이차장
202505155,2025/06/28,대변,21500,미지급비용,06월 매출채권 정산,(주)한빛물산,-131000.0,이차장
202505156,2025/11/08,차변,11300,매출채권,11월 매출채권 정산,(주)한빛물산,30000.0,박과장
202505156,2025/11/08,차변,52100,지급수수료,11월 매출채권 정산,(주)한빛물산,13000.0,박과장
202505156,2025/11/08,대변,52300,소모품비,11월 매출채권 정산,(주)한빛물산,-43000.0,박과장
202505157,2025/08/08,차변,13100,재고자산,08월 재고자산 정산,제일기공,1024000.0,김대리
202505157,2025/08/08,대변,40100,매출,08월 재고자산 정산,제일기공,-1024000.0,김대리
202505158,2025/12/27,차변,21300,미지급금,12월 미지급금 정산,우성테크,42000.0,박과장
202505158,2025/12/27,대변,21100,매입채무,12월 미지급금 정산,우성테크,-42000.0,박과장
202505159,2025/08/31,차변,52300,소모품비,08월 소모품비 정산,대성엔지니어링,61000.0,이차장
202505159,2025/08/31,대변,21100,매입채무,08월 소모품비 정산,대성엔지니어링,-61000.0,이차장
202505160,2025/04/16,차변,45100,매출원가,04월 매출원가 정산,명진산업,530000.0,최사원
202505160,2025/04/16,대변,21300,미지급금,04월 매출원가 정산,명진산업,-530000.0,최사원
202505161,2025/04/12,차변,21100,매입채무,04월 매입채무 정산,대성엔지니어링,237000.0,최사원
202505161,2025/04/12,대변,11100,현금및현금성자산,04월 매입채무 정산,대성엔지니어링,-237000.0,최사원
202505162,2025/12/06,차변,45100,매출원가,12월 매출원가 정산,(주)한빛물산,834000.0,김대리
202505162,2025/12/06,대변,11300,매출채권,12월 매출원가 정산,(주)한빛물산,-834000.0,김대리
202505163,2025/04/30,차변,21300,미지급금,04월 미지급금 정산,(주)한빛물산,904000.0,박과장
202505163,2025/04/30,대변,25100,예수금,04월 미지급금 정산,(주)한빛물산,-904000.0,박과장
202505164,2025/08/04,차변,21100,매입채무,08월 매입채무 정산,동보전자,191000.0,박과장
202505164,2025/08/04,차변,51500,여비교통비,08월 매입채무 정산,동보전자,82000.0,박과장
202505164,2025/08/04,대변,51100,급여,08월 매입채무 정산,동보전자,-273000.0,박과장
202505165,2025/08/19,차변,51300,복리후생비,08월 복리후생비 정산,(주)한빛물산,649000.0,박과장
202505165,2025/08/19,대변,21500,미지급비용,08월 복리후생비 정산,(주)한빛물산,-649000.0,박과장
202505166,2025/03/31,차변,51500,여비교통비,03월 여비교통비 정산,제일기공,322000.0,최사원
202505166,2025/03/31,대변,52300,소모품비,03월 여비교통비 정산,제일기공,-322000.0,최사원
202505167,2025/06/24,차변,51300,복리후생비,06월 복리후생비 정산,대성엔지니어링,1803000.0,최사원
202505167,2025/06/24,대변,13100,재고자산,06월 복리후생비 정산,대성엔지니어링,-1803000.0,최사원
202505168,2025/06/20,차변,52100,지급수수료,06월 지급수수료 정산,대성엔지니어링,47000.0,김대리
202505168,2025/06/20,대변,13100,재고자산,06월 지급수수료 정산,대성엔지니어링,-47000.0,김대리
202505169,2025/06/26,차변,40100,매출,06월 매출 정산,제일기공,139000.0,김대리
202505169,2025/06/26,대변,25100,예수금,06월 매출 정산,제일기공,-139000.0,김대리
202505170,2025/05/23,차변,21300,미지급금,05월 미지급금 정산,우성테크,4344000.0,박과장
202505170,2025/05/23,대변,51100,급여,05월 미지급금 정산,우성테크,-4344000.0,박과장
202505171,2025/02/11,차변,51300,복리후생비,02월 복리후생비 정산,우성테크,1356000.0,박과장
202505171,2025/02/11,대변,51100,급여,02월 복리후생비 정산,우성테크,-1356000.0,박과장
202505172,2025/01/15,차변,52300,소모품비,01월 소모품비 정산,케이엘상사,1140000.0,이차장
202505172,2025/01/15,대변,52100,지급수수료,01월 소모품비 정산,케이엘상사,-1140000.0,이차장
202505173,2025/05/07,차변,21100,매입채무,05월 매입채무 정산,우성테크,35000.0,박과장
202505173,2025/05/07,차변,45100,매출원가,05월 매입채무 정산,우성테크,15000.0,박과장
202505173,2025/05/07,대변,25100,예수금,05월 매입채무 정산,우성테크,-50000.0,박과장
202505174,2025/11/19,차변,52100,지급수수료,11월 지급수수료 정산,우성테크,31000.0,김대리
202505174,2025/11/19,차변,52100,지급수수료,11월 지급수수료 정산,우성테크,14000.0,김대리
202505174,2025/11/19,대변,52300,소모품비,11월 지급수수료 정산,우성테크,-45000.0,김대리
202505175,2025/03/16,차변,52300,소모품비,03월 소모품비 정산,케이엘상사,748000.0,김대리
202505175,2025/03/16,대변,51300,복리후생비,03월 소모품비 정산,케이엘상사,-748000.0,김대리
202505176,2025/07/30,차변,51100,급여,07월 급여 정산,(주)한빛물산,166000.0,최사원
202505176,2025/07/30,대변,51500,여비교통비,07월 급여 정산,(주)한빛물산,-166000.0,최사원
202505177,2025/06/24,차변,52100,지급수수료,06월 지급수수료 정산,명진산업,1052000.0,박과장
202505177,2025/06/24,대변,21300,미지급금,06월 지급수수료 정산,명진산업,-1052000.0,박과장
202505178,2025/06/30,차변,51500,여비교통비,06월 여비교통비 정산,동보전자,648000.0,최사원
202505178,2025/06/30,차변,52100,지급수수료,06월 여비교통비 정산,동보전자,278000.0,최사원
202505178,2025/06/30,대변,21500,미지급비용,06월 여비교통비 정산,동보전자,-926000.0,최사원
202505179,2025/05/24,차변,52300,소모품비,05월 소모품비 정산,제일기공,754000.0,최사원
202505179,2025/05/24,차변,52300,소모품비,05월 소모품비 정산,제일기공,323000.0,최사원
202505179,2025/05/24,대변,21100,매입채무,05월 소모품비 정산,제일기공,-1077000.0,최사원
202505180,2025/09/22,차변,25100,예수금,09월 예수금 정산,동보전자,443000.0,김대리
202505180,2025/09/22,대변,51100,급여,09월 예수금 정산,동보전자,-443000.0,김대리
202505181,2025/02/19,차변,51100,급여,02월 급여 정산,(주)한빛물산,304000.0,이차장
202505181,2025/02/19,대변,21500,미지급비용,02월 급여 정산,(주)한빛물산,-304000.0,이차장
202505182,2025/11/27,차변,11300,매출채권,11월 매출채권 정산,삼정유통,364000.0,김대리
202505182,2025/11/27,대변,21300,미지급금,11월 매출채권 정산,삼정유통,-364000.0,김대리
202505183,2025/11/02,차변,21100,매입채무,11월 매입채무 정산,삼정유통,376000.0,박과장
202505183,2025/11/02,대변,51500,여비교통비,11월 매입채무 정산,삼정유통,-376000.0,박과장
202505184,2025/09/21,차변,40100,매출,09월 매출 정산,(주)한빛물산,141000.0,이차장
202505184,2025/09/21,대변,21500,미지급비용,09월 매출 정산,(주)한빛물산,-141000.0,이차장
202505185,2025/08/16,차변,52300,소모품비,08월 소모품비 정산,제일기공,1683000.0,최사원
202505185,2025/08/16,대변,52100,지급수수료,08월 소모품비 정산,제일기공,-1683000.0,최사원
202505186,2025/01/04,차변,40100,매출,01월 매출 정산,우성테크,967000.0,박과장
202505186,2025/01/04,대변,52300,소모품비,01월 매출 정산,우성테크,-967000.0,박과장
202505187,2025/01/01,차변,21500,미지급비용,01월 미지급비용 정산,대성엔지니어링,32000.0,김대리
202505187,2025/01/01,대변,25100,예수금,01월 미지급비용 정산,대성엔지니어링,-32000.0,김대리
202505188,2025/09/08,차변,25100,예수금,09월 예수금 정산,-,93000.0,김대리
202505188,2025/09/08,대변,40100,매출,09월 예수금 정산,-,-93000.0,김대리
202505189,2025/08/09,차변,21300,미지급금,08월 미지급금 정산,제일기공,675000.0,최사원
202505189,2025/08/09,대변,51300,복리후생비,08월 미지급금 정산,제일기공,-675000.0,최사원
202505190,2025/02/08,차변,21300,미지급금,02월 미지급금 정산,케이엘상사,330000.0,김대리
202505190,2025/02/08,대변,52300,소모품비,02월 미지급금 정산,케이엘상사,-330000.0,김대리
202505191,2025/06/16,차변,52300,소모품비,06월 소모품비 정산,(주)한빛물산,2411000.0,박과장
202505191,2025/06/16,대변,25100,예수금,06월 소모품비 정산,(주)한빛물산,-2411000.0,박과장
202505192,2025/04/06,차변,21500,미지급비용,04월 미지급비용 정산,제일기공,1026000.0,박과장
202505192,2025/04/06,대변,21100,매입채무,04월 미지급비용 정산,제일기공,-1026000.0,박과장
202505193,2025/08/20,차변,21300,미지급금,08월 미지급금 정산,제일기공,946000.0,박과장
202505193,2025/08/20,대변,52100,지급수수료,08월 미지급금 정산,제일기공,-946000.0,박과장
202505194,2025/09/29,차변,45100,매출원가,09월 매출원가 정산,케이엘상사,3226000.0,이차장
202505194,2025/09/29,대변,25100,예수금,09월 매출원가 정산,케이엘상사,-3226000.0,이차장
202505195,2025/11/03,차변,45100,매출원가,11월 매출원가 정산,명진산업,1086000.0,이차장
202505195,2025/11/03,대변,21100,매입채무,11월 매출원가 정산,명진산업,-1086000.0,이차장
202505196,2025/05/11,차변,51500,여비교통비,05월 여비교통비 정산,제일기공,32000.0,이차장
202505196,2025/05/11,대변,40100,매출,05월 여비교통비 정산,제일기공,-32000.0,이차장
202505197,2025/01/01,차변,21300,미지급금,01월 미지급금 정산,(주)한빛물산,809000.0,김대리
202505197,2025/01/01,대변,21100,매입채무,01월 미지급금 정산,(주)한빛물산,-809000.0,김대리
202505198,2025/10/18,차변,45100,매출원가,10월 매출원가 정산,우성테크,447000.0,박과장
202505198,2025/10/18,대변,11100,현금및현금성자산,10월 매출원가 정산,우성테크,-447000.0,박과장
202505199,2025/01/25,차변,52100,지급수수료,01월 지급수수료 정산,삼정유통,110000.0,최사원
202505199,2025/01/25,차변,40100,매출,01월 지급수수료 정산,삼정유통,47000.0,최사원
202505199,2025/01/25,대변,51100,급여,01월 지급수수료 정산,삼정유통,-157000.0,최사원
202505200,2025/09/27,차변,13100,재고자산,09월 재고자산 정산,대성엔지니어링,7162000.0,박과장
202505200,2025/09/27,대변,51500,여비교통비,09월 재고자산 정산,대성엔지니어링,-7162000.0,박과장
202505201,2025/01/24,차변,11100,현금및현금성자산,01월 현금및현금성자산 정산,케이엘상사,205000.0,최사원
202505201,2025/01/24,대변,40100,매출,01월 현금및현금성자산 정산,케이엘상사,-205000.0,최사원
202505202,2025/12/06,차변,21300,미지급금,12월 미지급금 정산,-,1966000.0,이차장
202505202,2025/12/06,대변,52300,소모품비,12월 미지급금 정산,-,-1966000.0,이차장
202505203,2025/03/11,차변,51500,여비교통비,03월 여비교통비 정산,명진산업,318000.0,김대리
202505203,2025/03/11,대변,51100,급여,03월 여비교통비 정산,명진산업,-318000.0,김대리
202505204,2025/12/07,차변,13100,재고자산,12월 재고자산 정산,대성엔지니어링,1482000.0,김대리
202505204,2025/12/07,대변,51300,복리후생비,12월 재고자산 정산,대성엔지니어링,-1482000.0,김대리
202505205,2025/10/04,차변,52300,소모품비,10월 소모품비 정산,삼정유통,291000.0,박과장
202505205,2025/10/04,대변,21100,매입채무,10월 소모품비 정산,삼정유통,-291000.0,박과장
202505206,2025/04/04,차변,21500,미지급비용,04월 미지급비용 정산,(주)한빛물산,990000.0,김대리
202505206,2025/04/04,대변,11100,현금및현금성자산,04월 미지급비용 정산,(주)한빛물산,-990000.0,김대리
202505207,2025/06/04,차변,21300,미지급금,06월 미지급금 정산,명진산업,1838000.0,이차장
202505207,2025/06/04,대변,21500,미지급비용,06월 미지급금 정산,명진산업,-1838000.0,이차장
202505208,2025/02/28,차변,21300,미지급금,02월 미지급금 정산,대성엔지니어링,19788000.0,최사원
202505208,2025/02/28,대변,51500,여비교통비,02월 미지급금 정산,대성엔지니어링,-19788000.0,최사원
202505209,2025/02/13,차변,51100,급여,02월 급여 정산,우성테크,1337000.0,최사원
202505209,2025/02/13,대변,51300,복리후생비,02월 급여 정산,우성테크,-1337000.0,최사원
202505210,2025/03/20,차변,40100,매출,03월 매출 정산,우성테크,352000.0,이차장
202505210,2025/03/20,대변,51300,복리후생비,03월 매출 정산,우성테크,-352000.0,이차장
202505211,2025/01/10,차변,51100,급여,01월 급여 정산,-,4664000.0,이차장
202505211,2025/01/10,대변,13100,재고자산,01월 급여 정산,-,-4664000.0,이차장
202505212,2025/01/21,차변,25100,예수금,01월 예수금 정산,-,2215000.0,이차장
202505212,2025/01/21,대변,21100,매입채무,01월 예수금 정산,-,-2215000.0,이차장
202505213,2025/05/22,차변,11300,매출채권,05월 매출채권 정산,우성테크,6339000.0,이차장
202505213,2025/05/22,차변,25100,예수금,05월 매출채권 정산,우성테크,2717000.0,이차장
202505213,2025/05/22,대변,21500,미지급비용,05월 매출채권 정산,우성테크,-9056000.0,이차장
202505214,2025/06/01,차변,45100,매출원가,06월 매출원가 정산,케이엘상사,8306000.0,박과장
202505214,2025/06/01,대변,25100,예수금,06월 매출원가 정산,케이엘상사,-8306000.0,박과장
202505215,2025/08/08,차변,21300,미지급금,08월 미지급금 정산,제일기공,651000.0,이차장
202505215,2025/08/08,차변,51300,복리후생비,08월 미지급금 정산,제일기공,279000.0,이차장
202505215,2025/08/08,대변,52300,소모품비,08월 미지급금 정산,제일기공,-930000.0,이차장
202505216,2025/02/07,차변,21500,미지급비용,02월 미지급비용 정산,(주)한빛물산,261000.0,최사원
202505216,2025/02/07,대변,52300,소모품비,02월 미지급비용 정산,(주)한빛물산,-261000.0,최사원
202505217,2025/06/02,차변,21500,미지급비용,06월 미지급비용 정산,대성엔지니어링,982000.0,김대리
202505217,2025/06/02,대변,11100,현금및현금성자산,06월 미지급비용 정산,대성엔지니어링,-982000.0,김대리
202505218,2025/01/08,차변,21100,매입채무,01월 매입채무 정산,명진산업,46000.0,김대리
202505218,2025/01/08,대변,51300,복리후생비,01월 매입채무 정산,명진산업,-46000.0,김대리
202505219,2025/11/26,차변,45100,매출원가,11월 매출원가 정산,제일기공,166000.0,이차장
202505219,2025/11/26,대변,25100,예수금,11월 매출원가 정산,제일기공,-166000.0,이차장
202505220,2025/03/15,차변,51300,복리후생비,03월 복리후생비 정산,-,1273000.0,박과장
202505220,2025/03/15,대변,45100,매출원가,03월 복리후생비 정산,-,-1273000.0,박과장
202505221,2025/07/29,차변,52100,지급수수료,07월 지급수수료 정산,동보전자,1717000.0,이차장
202505221,2025/07/29,대변,52300,소모품비,07월 지급수수료 정산,동보전자,-1717000.0,이차장
202505222,2025/09/13,차변,13100,재고자산,09월 재고자산 정산,-,60000.0,최사원
202505222,2025/09/13,대변,21500,미지급비용,09월 재고자산 정산,-,-60000.0,최사원
202505223,2025/06/13,차변,21500,미지급비용,06월 미지급비용 정산,우성테크,1352000.0,박과장
202505223,2025/06/13,대변,52100,지급수수료,06월 미지급비용 정산,우성테크,-1352000.0,박과장
202505224,2025/01/20,차변,40100,매출,01월 매출 정산,삼정유통,61000.0,김대리
202505224,2025/01/20,대변,21300,미지급금,01월 매출 정산,삼정유통,-61000.0,김대리
202505225,2025/12/19,차변,51500,여비교통비,12월 여비교통비 정산,케이엘상사,1117000.0,이차장
202505225,2025/12/19,대변,51100,급여,12월 여비교통비 정산,케이엘상사,-1117000.0,이차장
202505226,2025/10/27,차변,51300,복리후생비,10월 복리후생비 정산,(주)한빛물산,137000.0,이차장
202505226,2025/10/27,대변,25100,예수금,10월 복리후생비 정산,(주)한빛물산,-137000.0,이차장
202505227,2025/02/14,차변,40100,매출,02월 매출 정산,명진산업,1031000.0,박과장
202505227,2025/02/14,대변,45100,매출원가,02월 매출 정산,명진산업,-1031000.0,박과장
202505228,2025/11/21,차변,25100,예수금,11월 예수금 정산,제일기공,1657000.0,이차장
202505228,2025/11/21,대변,13100,재고자산,11월 예수금 정산,제일기공,-1657000.0,이차장
202505229,2025/11/23,차변,52100,지급수수료,11월 지급수수료 정산,(주)한빛물산,141000.0,최사원
202505229,2025/11/23,대변,52300,소모품비,11월 지급수수료 정산,(주)한빛물산,-141000.0,최사원
202505230,2025/10/11,차변,52300,소모품비,10월 소모품비 정산,삼정유통,1118000.0,박과장
202505230,2025/10/11,대변,51500,여비교통비,10월 소모품비 정산,삼정유통,-1118000.0,박과장
202505231,2025/04/27,차변,40100,매출,04월 매출 정산,제일기공,126000.0,박과장
202505231,2025/04/27,대변,21100,매입채무,04월 매출 정산,제일기공,-126000.0,박과장
202505232,2025/01/05,차변,21500,미지급비용,01월 미지급비용 정산,-,265000.0,박과장
202505232,2025/01/05,대변,51500,여비교통비,01월 미지급비용 정산,-,-265000.0,박과장
202505233,2025/08/09,차변,21500,미지급비용,08월 미지급비용 정산,동보전자,1001000.0,이차장
202505233,2025/08/09,대변,51100,급여,08월 미지급비용 정산,동보전자,-1001000.0,이차장
202505234,2025/12/11,차변,52100,지급수수료,12월 지급수수료 정산,명진산업,115000.0,이차장
202505234,2025/12/11,대변,21300,미지급금,12월 지급수수료 정산,명진산업,-115000.0,이차장
202505235,2025/04/02,차변,51300,복리후생비,04월 복리후생비 정산,명진산업,2078000.0,이차장
202505235,2025/04/02,대변,52300,소모품비,04월 복리후생비 정산,명진산업,-2078000.0,이차장
202505236,2025/12/08,차변,52300,소모품비,12월 소모품비 정산,대성엔지니어링,641000.0,이차장
202505236,2025/12/08,대변,21500,미지급비용,12월 소모품비 정산,대성엔지니어링,-641000.0,이차장
202505237,2025/12/08,차변,21500,미지급비용,12월 미지급비용 정산,명진산업,211000.0,김대리
202505237,2025/12/08,대변,52300,소모품비,12월 미지급비용 정산,명진산업,-211000.0,김대리
202505238,2025/02/20,차변,40100,매출,02월 매출 정산,대성엔지니어링,45000.0,김대리
202505238,2025/02/20,대변,25100,예수금,02월 매출 정산,대성엔지니어링,-45000.0,김대리
202505239,2025/05/24,차변,51500,여비교통비,05월 여비교통비 정산,우성테크,12210000.0,박과장
202505239,2025/05/24,대변,21500,미지급비용,05월 여비교통비 정산,우성테크,-12210000.0,박과장
202505240,2025/03/17,차변,25100,예수금,03월 예수금 정산,우성테크,1598000.0,최사원
202505240,2025/03/17,대변,52100,지급수수료,03월 예수금 정산,우성테크,-1598000.0,최사원
202505241,2025/11/08,차변,51300,복리후생비,11월 복리후생비 정산,삼정유통,403000.0,최사원
202505241,2025/11/08,대변,11100,현금및현금성자산,11월 복리후생비 정산,삼정유통,-403000.0,최사원
202505242,2025/01/28,차변,13100,재고자산,01월 재고자산 정산,동보전자,8000.0,김대리
202505242,2025/01/28,차변,51300,복리후생비,01월 재고자산 정산,동보전자,4000.0,김대리
202505242,2025/01/28,대변,45100,매출원가,01월 재고자산 정산,동보전자,-12000.0,김대리
202505243,2025/06/26,차변,11300,매출채권,06월 매출채권 정산,우성테크,6723000.0,이차장
202505243,2025/06/26,대변,52300,소모품비,06월 매출채권 정산,우성테크,-6723000.0,이차장
202505244,2025/02/02,차변,11100,현금및현금성자산,02월 현금및현금성자산 정산,케이엘상사,323000.0,최사원
202505244,2025/02/02,대변,13100,재고자산,02월 현금및현금성자산 정산,케이엘상사,-323000.0,최사원
202505245,2025/10/22,차변,21100,매입채무,10월 매입채무 정산,케이엘상사,242000.0,김대리
202505245,2025/10/22,대변,21300,미지급금,10월 매입채무 정산,케이엘상사,-242000.0,김대리
202505246,2025/01/13,차변,51500,여비교통비,01월 여비교통비 정산,명진산업,18000.0,김대리
202505246,2025/01/13,대변,51300,복리후생비,01월 여비교통비 정산,명진산업,-18000.0,김대리
202505247,2025/04/12,차변,51100,급여,04월 급여 정산,명진산업,247000.0,김대리
202505247,2025/04/12,대변,21100,매입채무,04월 급여 정산,명진산업,-247000.0,김대리
202505248,2025/04/24,차변,13100,재고자산,04월 재고자산 정산,(주)한빛물산,213000.0,이차장
202505248,2025/04/24,대변,21100,매입채무,04월 재고자산 정산,(주)한빛물산,-213000.0,이차장
202505249,2025/01/24,차변,21300,미지급금,01월 미지급금 정산,대성엔지니어링,553000.0,최사원
202505249,2025/01/24,대변,11100,현금및현금성자산,01월 미지급금 정산,대성엔지니어링,-553000.0,최사원
202505250,2025/02/11,차변,25100,예수금,02월 예수금 정산,우성테크,558000.0,김대리
202505250,2025/02/11,대변,21100,매입채무,02월 예수금 정산,우성테크,-558000.0,김대리
202505251,2025/07/12,차변,11300,매출채권,07월 매출채권 정산,케이엘상사,450000.0,최사원
202505251,2025/07/12,대변,25100,예수금,07월 매출채권 정산,케이엘상사,-450000.0,최사원
202505252,2025/09/20,차변,25100,예수금,09월 예수금 정산,삼정유통,45000.0,이차장
202505252,2025/09/20,대변,21300,미지급금,09월 예수금 정산,삼정유통,-45000.0,이차장
202505253,2025/08/06,차변,51500,여비교통비,08월 여비교통비 정산,(주)한빛물산,176000.0,이차장
202505253,2025/08/06,차변,13100,재고자산,08월 여비교통비 정산,(주)한빛물산,75000.0,이차장
202505253,2025/08/06,대변,21300,미지급금,08월 여비교통비 정산,(주)한빛물산,-251000.0,이차장
202505254,2025/01/02,차변,51100,급여,01월 급여 정산,명진산업,76000.0,최사원
202505254,2025/01/02,차변,52100,지급수수료,01월 급여 정산,명진산업,32000.0,최사원
202505254,2025/01/02,대변,51500,여비교통비,01월 급여 정산,명진산업,-108000.0,최사원
202505255,2025/04/05,차변,21300,미지급금,04월 미지급금 정산,우성테크,878000.0,이차장
202505255,2025/04/05,대변,25100,예수금,04월 미지급금 정산,우성테크,-878000.0,이차장
202505256,2025/07/08,차변,51500,여비교통비,07월 여비교통비 정산,-,1239000.0,이차장
202505256,2025/07/08,대변,52100,지급수수료,07월 여비교통비 정산,-,-1239000.0,이차장
202505257,2025/05/03,차변,45100,매출원가,05월 매출원가 정산,동보전자,11343000.0,김대리
202505257,2025/05/03,대변,11100,현금및현금성자산,05월 매출원가 정산,동보전자,-11343000.0,김대리
202505258,2025/05/25,차변,21300,미지급금,05월 미지급금 정산,우성테크,187000.0,김대리
202505258,2025/05/25,대변,52300,소모품비,05월 미지급금 정산,우성테크,-187000.0,김대리
202505259,2025/12/23,차변,51500,여비교통비,12월 여비교통비 정산,동보전자,2583000.0,이차장
202505259,2025/12/23,대변,21300,미지급금,12월 여비교통비 정산,동보전자,-2583000.0,이차장
202505260,2025/07/19,차변,52100,지급수수료,07월 지급수수료 정산,대성엔지니어링,445000.0,이차장
202505260,2025/07/19,대변,25100,예수금,07월 지급수수료 정산,대성엔지니어링,-445000.0,이차장
202505261,2025/09/18,차변,51100,급여,09월 급여 정산,(주)한빛물산,292000.0,김대리
202505261,2025/09/18,대변,21500,미지급비용,09월 급여 정산,(주)한빛물산,-292000.0,김대리
202505262,2025/01/16,차변,25100,예수금,01월 예수금 정산,동보전자,189000.0,최사원
202505262,2025/01/16,대변,52100,지급수수료,01월 예수금 정산,동보전자,-189000.0,최사원
202505263,2025/04/27,차변,52100,지급수수료,04월 지급수수료 정산,대성엔지니어링,244000.0,이차장
202505263,2025/04/27,대변,51300,복리후생비,04월 지급수수료 정산,대성엔지니어링,-244000.0,이차장
202505264,2025/06/08,차변,51300,복리후생비,06월 복리후생비 정산,삼정유통,2761000.0,박과장
